"","logFC","AveExpr","t","P.Value","adj.P.Val","B","SYMBOL","ENTREZID","GENENAME"
"244233_at",1.84059174473559,6.4510656543853,4.55296450060737,1.05159398224176e-05,0.00076481079796489,3.16756688610087,"TPGS2","25941","tubulin polyglutamylase complex subunit 2"
"1553720_a_at",1.70479027233409,8.8872419146912,4.55166165390233,1.0573650449997e-05,0.000767529942591183,3.16250435523322,"AMER2","219287","APC membrane recruitment protein 2"
"228825_at",1.88389790667086,7.81584893625799,4.55132877024048,1.05884446911186e-05,0.000767529942591183,3.16121103026386,"PTGR1","22949","prostaglandin reductase 1"
"209092_s_at",-1.55671228837475,8.28455144285985,-4.55091277752087,1.06069605699284e-05,0.000767529942591183,3.15959490949818,"GLOD4","51031","glyoxalase domain containing 4"
"201696_at",-1.25652058727887,8.69945448391245,-4.55074939702353,1.06142411854141e-05,0.000767529942591183,3.15896021121319,"SRSF4","6429","serine and arginine rich splicing factor 4"
"1568619_s_at",2.07130534832512,6.79450159813336,4.54909447312295,1.06882604861985e-05,0.000771775095651708,3.152532160222,"ITPRIPL2","162073","ITPRIP like 2"
"203230_at",1.20989790989458,8.96924916966854,4.54790098351123,1.07419498794271e-05,0.000773552445118098,3.14789751204312,"DVL1","1855","dishevelled segment polarity protein 1"
"237110_at",1.56943575780744,7.97794770875514,4.54786504083839,1.07435707938864e-05,0.000773552445118098,3.14775795107961,NA,NA,NA
"210949_s_at",-1.9523606047815,10.1477932009137,-4.54466594973192,1.08887890654638e-05,0.00078288995390648,3.1353396281984,"EIF3C","8663","eukaryotic translation initiation factor 3 subunit C"
"229187_at",2.00344423759513,7.02429627370259,4.5434284462227,1.09454697354465e-05,0.000784403554340825,3.13053763119568,"LOC283788","283788","FSHD region gene 1 pseudogene"
"242014_at",2.09743373818763,7.34467712289459,4.54336075352006,1.09485784148878e-05,0.000784403554340825,3.13027498570905,NA,NA,NA
"51774_s_at",1.12197634602015,9.44365902898621,4.5431876743615,1.09565306691522e-05,0.000784403554340825,3.12960345770811,"UBE2D4","51619","ubiquitin conjugating enzyme E2 D4"
"217097_s_at",2.40505970831529,5.85229076862987,4.54165882761669,1.10270168838492e-05,0.000788330039663661,3.12367254500813,"PHTF2","57157","putative homeodomain transcription factor 2"
"203865_s_at",-1.63789800027497,9.14316560296644,-4.54081620484134,1.10660519115747e-05,0.000790000116707188,3.12040437477201,"ADARB1","104","adenosine deaminase RNA specific B1"
"238017_at",-2.158316065484,6.31044641412986,-4.54007627622563,1.11004393563487e-05,0.000790905258717471,3.11753489067567,"SDR16C5","195814","short chain dehydrogenase/reductase family 16C member 5"
"212911_at",-1.46074698051757,6.64381924811372,-4.53986847242572,1.11101153384252e-05,0.000790905258717471,3.11672907992977,"DNAJC16","23341","DnaJ heat shock protein family (Hsp40) member C16"
"1558474_at",2.05659716501416,6.24360911628887,4.5360017609258,1.1291651088903e-05,0.000802694649551197,3.10174005958253,NA,NA,NA
"218336_at",-1.26616314713017,9.58933174192885,-4.53529852655033,1.13249725611374e-05,0.000803929495850542,3.09901506673599,"PFDN2","5202","prefoldin subunit 2"
"220188_at",2.05979079375265,6.61581843353044,4.53198148090275,1.14834264696802e-05,0.000814031191980804,3.08616603538479,"JPH3","57338","junctophilin 3"
"222725_s_at",2.65019833071961,4.0169261190283,4.53032560366142,1.15633243486005e-05,0.000818543694513784,3.0797544424789,"PALMD","54873","palmdelphin"
"233336_at",2.33688996257759,5.56045412286284,4.52819038414035,1.16671419964013e-05,0.00082473439517619,3.07148945623616,"LOC105378367","105378367","uncharacterized LOC105378367"
"208475_at",2.09487154372757,7.69185279943129,4.52484779452919,1.1831469510649e-05,0.000835179124378457,3.05855694644826,"FRMD4A","55691","FERM domain containing 4A"
"241226_at",2.19079123092683,5.8450738164772,4.52402055703784,1.18724808868986e-05,0.000836901970881923,3.05535747882528,NA,NA,NA
"213328_at",1.81330256791208,8.89353491080819,4.52279267912502,1.19336071611943e-05,0.000840035942082895,3.05060929395752,"NEK1","4750","NIMA related kinase 1"
"203318_s_at",1.26025834948444,9.59694964449918,4.52123566733879,1.20115545140961e-05,0.000844343597022258,3.04458976440182,"ZNF148","7707","zinc finger protein 148"
"242922_at",2.61782401713687,5.86351996766787,4.52031055237162,1.2058099814776e-05,0.000846434942568978,3.04101394478499,"NOMO3","408050","NODAL modulator 3"
"229752_at",2.04706600554269,6.39713515652019,4.51996464886731,1.20755478473347e-05,0.000846480788669705,3.03967707727469,"IKZF4","64375","IKAROS family zinc finger 4"
"205809_s_at",2.49356813168346,9.48386554027596,4.51919924035978,1.2114243014022e-05,0.000848013836319062,3.03671915991467,"WASL","8976","WASP like actin nucleation promoting factor"
"1560278_at",2.19601566640713,4.93656669878238,4.51858975266154,1.21451410228779e-05,0.000848997576552105,3.03436407057589,"LINC02685","221122","long intergenic non-protein coding RNA 2685"
"206924_at",2.34768664889252,5.18597543069347,4.51812597996348,1.21687028527464e-05,0.000849350344196037,3.03257219297582,"IL11","3589","interleukin 11"
"1569129_s_at",1.55493356858021,7.98033831434144,4.51782748330836,1.21838911698922e-05,0.000849350344196037,3.03141896617106,"C3orf38","285237","chromosome 3 open reading frame 38"
"1553274_a_at",1.84792747691494,7.65688499248882,4.5165950940786,1.22467920430419e-05,0.000852144216575419,3.0266583068482,"SNRNP48","154007","small nuclear ribonucleoprotein U11/U12 subunit 48"
"212695_at",-1.63343600503336,7.8396765433398,-4.51638036513658,1.22577837149497e-05,0.000852144216575419,3.02582892065861,"CRY2","1408","cryptochrome circadian regulator 2"
"242780_at",2.07564963690274,6.5041748446872,4.51582774107318,1.22861154814009e-05,0.000852415255174877,3.02369455954393,"VAPA","9218","VAMP associated protein A"
"209222_s_at",-1.41806961724462,8.23228443290509,-4.5156448097929,1.22955078373869e-05,0.000852415255174877,3.02298808073997,"OSBPL2","9885","oxysterol binding protein like 2"
"235852_at",3.05264127258763,5.68249663257225,4.51123416482809,1.25240716280078e-05,0.000867068316103326,3.00596081560474,"STON2","85439","stonin 2"
"222125_s_at",-1.4350523148468,9.78409511694256,-4.51036456836928,1.25696154153038e-05,0.000868114349718525,3.00260524110523,"P4HTM","54681","prolyl 4-hydroxylase, transmembrane"
"243666_at",1.88122640695733,8.39095909108206,4.51007151307583,1.25849996479784e-05,0.000868114349718525,3.00147451863554,NA,NA,NA
"229311_at",2.02699639561177,6.02079170426564,4.50996009992307,1.25908531506169e-05,0.000868114349718525,3.00104465761091,"GKAP1","80318","G kinase anchoring protein 1"
"220690_s_at",-2.7842319436153,5.7956830995598,-4.50641649735815,1.27784036353478e-05,0.000879841969433284,2.98737673860556,"DHRS7B","25979","dehydrogenase/reductase 7B"
"218330_s_at",1.52121830701161,9.23828725362202,4.50422624283345,1.28956686448014e-05,0.000886704768576584,2.97893287390386,"NAV2","89797","neuron navigator 2"
"233793_at",2.33047376767779,5.98116237467462,4.50363699759165,1.29273930109257e-05,0.000887675115999547,2.97666175146886,NA,NA,NA
"1555112_a_at",1.51052636289342,8.59018316265198,4.50285168878615,1.29697901032235e-05,0.000889374681622541,2.9736352954889,"CCDC181","57821","coiled-coil domain containing 181"
"238142_at",2.16803159437366,7.17426816658931,4.50083310453503,1.30793844393181e-05,0.000895671270551727,2.9658578391282,NA,NA,NA
"209153_s_at",1.49705310971384,8.7509772361771,4.50025074517653,1.31111676986147e-05,0.000896629529413678,2.96361454614623,"TCF3","6929","transcription factor 3"
"200066_at",-1.65443574414972,8.90327477248567,-4.49474204535396,1.34155169980425e-05,0.000916199826854121,2.94240557546505,"IK","3550","IK cytokine"
"239811_at",1.65688918500102,8.55858724948618,4.49218043877572,1.35593494238262e-05,0.00092476964859305,2.93254992721273,NA,NA,NA
"242287_at",1.8557579773421,7.54984839021646,4.49141912376981,1.36023821994863e-05,0.000924993851454402,2.92962163476076,"CLIP1","6249","CAP-Gly domain containing linker protein 1"
"1558275_at",2.04685473884051,6.78087879056585,4.49108951031862,1.36210541258026e-05,0.000924993851454402,2.92835394003614,NA,NA,NA
"201632_at",-1.3988220179827,8.09443358203821,-4.49097593741174,1.36274935133372e-05,0.000924993851454402,2.92791715462564,"EIF2B1","1967","eukaryotic translation initiation factor 2B subunit alpha"
"219250_s_at",1.73048232395062,8.66196024605757,4.49056726784644,1.36506886311332e-05,0.000924993851454402,2.92634553884603,"FLRT3","23767","fibronectin leucine rich transmembrane protein 3"
"244181_at",2.31223212803295,6.72355398760878,4.49028722893196,1.36666049227384e-05,0.000924993851454402,2.92526865956934,NA,NA,NA
"244766_at",1.99458033278936,6.66865332342019,4.49014451614169,1.36747230190324e-05,0.000924993851454402,2.92471988256146,"SMG1","23049","SMG1 nonsense mediated mRNA decay associated PI3K related kinase"
"203790_s_at",-2.21580241597413,7.2544834065783,-4.48985676542837,1.36911055968132e-05,0.000924993851454402,2.92361342819079,"RIDA","10247","reactive intermediate imine deaminase A"
"201957_at",-1.61197507166763,7.43225210852919,-4.48942796535236,1.37155536393877e-05,0.000925405112421389,2.92196471365611,"PPP1R12B","4660","protein phosphatase 1 regulatory subunit 12B"
"220794_at",2.3635761164002,6.17814299234821,4.48879206047532,1.37518871743175e-05,0.0009266161303112,2.91951991326455,"GREM2","64388","gremlin 2, DAN family BMP antagonist"
"1564066_at",2.20948022397969,6.2976681837536,4.48670721867611,1.38716593982381e-05,0.000933438591896657,2.91150638569609,"TMEM151B","441151","transmembrane protein 151B"
"217985_s_at",2.17136634056557,5.77875999138981,4.48470626073744,1.39875567528662e-05,0.000939982463868281,2.90381796039295,"BAZ1A","11177","bromodomain adjacent to zinc finger domain 1A"
"233030_at",2.02192568533599,7.10234998455172,4.48382247325082,1.40390428633222e-05,0.000942186150937819,2.90042295491893,"PNPLA3","80339","patatin like domain 3, 1-acylglycerol-3-phosphate O-acyltransferase"
"219163_at",1.09350493483627,8.43605696614076,4.4831697302019,1.40771862954873e-05,0.000943489716062308,2.89791581845589,"ZNF562","54811","zinc finger protein 562"
"238560_at",1.62407060549694,7.6611179312194,4.48273764004737,1.41024906068364e-05,0.00094393045029902,2.89625634657904,"CALCOCO2","10241","calcium binding and coiled-coil domain 2"
"1566093_at",1.67001942732109,6.19191489759566,4.4818327685276,1.41556241682536e-05,0.000944628815284961,2.89278152186133,"ARHGEF12","23365","Rho guanine nucleotide exchange factor 12"
"205273_s_at",-1.47424786529152,8.43350967027397,-4.48157737269643,1.41706557140741e-05,0.000944628815284961,2.8918008656516,"PITRM1","10531","pitrilysin metallopeptidase 1"
"237104_at",2.39066476018236,5.85866260884423,4.48152392951757,1.41738031029773e-05,0.000944628815284961,2.89159566260093,NA,NA,NA
"237747_at",1.9368172932745,6.13596373781311,4.4812190210062,1.41917727276947e-05,0.000944628815284961,2.89042495673751,NA,NA,NA
"216006_at",1.67545940107364,7.39481719982013,4.48072048016312,1.42212012317127e-05,0.000944628815284961,2.8885109247046,NA,NA,NA
"235374_at",1.29083648286285,8.75772708196171,4.48064708562637,1.42255386160456e-05,0.000944628815284961,2.88822915714867,NA,NA,NA
"206273_at",1.68641654274172,7.0453940716314,4.48033290406746,1.42441201487385e-05,0.000944628815284961,2.88702302867789,"PRELID3A","10650","PRELI domain containing 3A"
"201702_s_at",2.04909573333884,6.96307775405247,4.47907938166033,1.43184896606011e-05,0.000948313005760785,2.88221145837572,"PPP1R10","5514","protein phosphatase 1 regulatory subunit 10"
"202583_s_at",-2.15195251917579,6.29329015379391,-4.47770825127896,1.44002647094236e-05,0.000952477351206902,2.87694963691333,"RANBP9","10048","RAN binding protein 9"
"201463_s_at",-1.46674973964816,9.78779635403082,-4.47711461141688,1.44358090515191e-05,0.000953576948893336,2.87467187941742,"TALDO1","6888","transaldolase 1"
"229905_at",-2.20499980753529,9.30806742746248,-4.47365522673297,1.46446267787648e-05,0.000966024940718523,2.8614030452045,"RAP1GDS1","5910","Rap1 GTPase-GDP dissociation stimulator 1"
"222628_s_at",1.43559384336474,8.80267355988123,4.47335989909425,1.46625876401196e-05,0.000966024940718523,2.86027064880489,"REV1","51455","REV1 DNA directed polymerase"
"217644_s_at",2.16421447333668,5.05242636318247,4.46975484175618,1.48835518460613e-05,0.000979302737067018,2.84645212922999,"SOS2","6655","SOS Ras/Rho guanine nucleotide exchange factor 2"
"244248_at",1.76228917402828,6.5646277995277,4.46791078621702,1.49978148507611e-05,0.000985534375871201,2.83938699282228,"TTC27","55622","tetratricopeptide repeat domain 27"
"218456_at",-1.48025963089203,9.22666400278878,-4.46729554160328,1.50361246772408e-05,0.000985780730223015,2.83703030103082,"CAPRIN2","65981","caprin family member 2"
"218557_at",-1.67506928240842,7.5007092040605,-4.46722246293591,1.50406813662725e-05,0.000985780730223015,2.83675039004274,"NIT2","56954","nitrilase family member 2"
"202660_at",1.87108853998835,7.39563380281663,4.46683680962292,1.50647501088548e-05,0.000986075935371934,2.83527329206144,"ITPR2","3709","inositol 1,4,5-trisphosphate receptor type 2"
"214167_s_at",-2.27393540731214,8.7550878269237,-4.46385712601374,1.52519668628416e-05,0.000995826821717697,2.82386404542543,"RPLP0","6175","ribosomal protein lateral stalk subunit P0"
"227283_at",-1.2021578981195,8.94444480156362,-4.46383706015232,1.52532351811683e-05,0.000995826821717697,2.82378723277052,"EFR3B","22979","EFR3 homolog B"
"1552536_at",1.78620872998414,7.27821149113577,4.46326246650956,1.52895970648234e-05,0.000996909420005387,2.82158778525259,"VTI1A","143187","vesicle transport through interaction with t-SNAREs 1A"
"228907_at",2.15450865501119,6.94999432150079,4.46267466592711,1.53268810382572e-05,0.000997730690284215,2.81933800844311,NA,NA,NA
"209503_s_at",-2.57668031167965,9.25129181313003,-4.46244008889421,1.53417845870174e-05,0.000997730690284215,2.81844024022155,"PSMC5","5705","proteasome 26S subunit, ATPase 5"
"209450_at",-1.79811789626071,6.93760856698704,-4.46168396358868,1.53899190257596e-05,0.000998482050426957,2.81554665989977,"OSGEP","55644","O-sialoglycoprotein endopeptidase"
"240478_at",2.04709072148161,8.51143281889173,4.46163627796617,1.53929595282186e-05,0.000998482050426957,2.81536418664216,NA,NA,NA
"203753_at",1.44904283806319,11.6869841087288,4.46070716592188,1.54523165157416e-05,0.00100104396492274,2.81180915561233,"TCF4","6925","transcription factor 4"
"209818_s_at",-1.11002099027554,8.27078005262733,-4.46025120770968,1.54815262474323e-05,0.00100164878613201,2.81006474534264,"HABP4","22927","hyaluronan binding protein 4"
"240602_at",1.98975223733735,7.08168122641315,4.45936345381136,1.55385503263335e-05,0.00100345295750245,2.80666875849791,"HBS1L","10767","HBS1 like translational GTPase"
"1559259_at",2.39980922106123,5.28882080849813,4.45919753500514,1.55492303686319e-05,0.00100345295750245,2.80603411524379,NA,NA,NA
"201076_at",-1.74543467085508,9.27837346413234,-4.45754047195806,1.56562823223655e-05,0.00100788239284938,2.79969680491751,"SNU13","4809","small nuclear ribonucleoprotein 13"
"222796_at",2.04837866800623,5.94695230906065,4.45734383931177,1.56690324410043e-05,0.00100788239284938,2.79894491841788,"PTCD1","26024","pentatricopeptide repeat domain 1"
"218192_at",-1.54384171596184,8.69967245877289,-4.45720779857097,1.56778594867942e-05,0.00100788239284938,2.79842473893876,"IP6K2","51447","inositol hexakisphosphate kinase 2"
"202320_at",-2.04471087562229,6.59954968106755,-4.45607698978055,1.57514178040148e-05,0.0010113212850193,2.7941013327532,"GTF3C1","2975","general transcription factor IIIC subunit 1"
"208742_s_at",-2.0880814701481,9.08747585592002,-4.45511894744623,1.58139975622443e-05,0.0010129604192075,2.79043912104238,"SAP18","10284","Sin3A associated protein 18"
"243051_at",2.26622843057292,5.18086263987432,4.4550708820927,1.58171435073967e-05,0.0010129604192075,2.79025540238934,"CNIH4","29097","cornichon family member 4"
"243709_at",1.44610636720227,7.21917292696142,4.45388442440732,1.58949900178224e-05,0.00101665405061963,2.78572092567767,"SLC38A9","153129","solute carrier family 38 member 9"
"238831_at",1.98571817412109,6.84970191412503,4.45237191582672,1.59947642528732e-05,0.00102173905337017,2.77994167205457,"TMEM33","55161","transmembrane protein 33"
"202940_at",2.06831487768593,6.28920560633423,4.44993790930983,1.61565924924465e-05,0.00103077014963518,2.77064456461438,"WNK1","65125","WNK lysine deficient protein kinase 1"
"1556656_at",1.29044052173863,8.98016960170571,4.44901939623733,1.6218069570828e-05,0.00103338422811542,2.7671371603076,NA,NA,NA
"233196_at",1.94812560821457,5.81721416161447,4.4486393377232,1.62435730797786e-05,0.00103370243282061,2.76568604382306,NA,NA,NA
"1554182_at",2.15764464044589,5.94792228260442,4.44820224837478,1.62729513042096e-05,0.0010342661017446,2.76401729337864,"TRIM74","378108","tripartite motif containing 74"
"202106_at",-1.03171926567949,9.26741650213813,-4.44633922946693,1.63987453253212e-05,0.0010409485681883,2.75690594151055,"GOLGA3","2802","golgin A3"
"232095_at",1.67798792116909,8.26425215935074,4.44560224356647,1.64487656104821e-05,0.00104220274413388,2.75409341559135,"SRGAP2B","647135","SLIT-ROBO Rho GTPase activating protein 2B"
"232439_at",2.28878547876908,7.63381680508652,4.44543907959879,1.6459859612519e-05,0.00104220274413388,2.75347078876608,NA,NA,NA
"1567213_at",-1.53928469281803,6.34757290126607,-4.44407057802627,1.65531919206719e-05,0.00104667817789643,2.74824933577771,"PNN","5411","pinin, desmosome associated protein"
"232648_at",2.29138956409495,4.96523819795924,4.44379459482087,1.65720756723349e-05,0.00104667817789643,2.7471964846256,"PSMA3","5684","proteasome 20S subunit alpha 3"
"1559375_s_at",2.72932239650525,6.52121084072674,4.44294335439148,1.66304512072298e-05,0.00104830869982526,2.74394939536858,NA,NA,NA
"226377_at",1.29459923263393,8.12328239446225,4.44281179946381,1.66394904835264e-05,0.00104830869982526,2.74344761671035,"NFIC","4782","nuclear factor I C"
"241741_at",1.85998497424332,7.61972630592448,4.44179768787303,1.67093299840947e-05,0.00105139443261967,2.73957996136739,"CRLS1","54675","cardiolipin synthase 1"
"212878_s_at",-1.92859450389739,8.35712295044696,-4.44024077401301,1.68171001233022e-05,0.0010555236079815,2.7336434681983,"KLC1","3831","kinesin light chain 1"
"239902_at",2.38391347495401,4.98672918202815,4.44003059936709,1.68316996159508e-05,0.0010555236079815,2.7328421974786,NA,NA,NA
"243025_at",2.13166326386524,6.07558605796314,4.43994310888068,1.68377806158038e-05,0.0010555236079815,2.73250865697074,NA,NA,NA
"1569661_at",2.02326485306739,5.46768410515205,4.43866771172798,1.6926667039926e-05,0.00105977757202399,2.72764702658877,"NPAS3","64067","neuronal PAS domain protein 3"
"1558331_at",2.23265908268716,6.01588537858774,4.43695461292055,1.70467688695215e-05,0.00106597295011508,2.72111863098057,"SIRT2","22933","sirtuin 2"
"243964_at",2.42186527955448,7.43103979463125,4.43659848952861,1.70718386631857e-05,0.00106621777009073,2.71976173465876,NA,NA,NA
"243904_at",1.47541765805123,9.52102875692404,4.43602157821289,1.71125264068498e-05,0.00106734673051255,2.71756377310632,"STXBP5","134957","syntaxin binding protein 5"
"208716_s_at",-1.64402184543056,8.15238183144435,-4.43574211913772,1.71322692999077e-05,0.00106734673051255,2.71649914726604,"TMCO1","54499","transmembrane and coiled-coil domains 1"
"1552472_a_at",2.17912833890848,5.65357385937222,4.43529231400675,1.71640926220576e-05,0.00106800917561028,2.71478568034431,"ACAP2","23527","ArfGAP with coiled-coil, ankyrin repeat and PH domains 2"
"209793_at",-1.52322400983108,9.04286481859287,-4.43498032479196,1.71861989778551e-05,0.00106806610935003,2.71359728154,"GRIA1","2890","glutamate ionotropic receptor AMPA type subunit 1"
"200875_s_at",-1.12371702305855,9.53749824098461,-4.43413996413394,1.72458800247013e-05,0.00107045517133617,2.71039658187608,"NOP56","10528","NOP56 ribonucleoprotein"
"242265_at",2.55656770496609,5.3082806931696,4.43162061577798,1.74259971324276e-05,0.00107934622973786,2.70080388303813,"BRD8","10902","bromodomain containing 8"
"216072_at",2.215309381338,5.20456667650203,4.43153774675741,1.74319523621876e-05,0.00107934622973786,2.70048842131331,NA,NA,NA
"200883_at",-2.48536069773557,7.47851743463448,-4.4300455394468,1.7539522680282e-05,0.001084133184712,2.69480873676015,"UQCRC2","7385","ubiquinol-cytochrome c reductase core protein 2"
"227062_at",2.84820336912241,9.04385998241249,4.4298690962892,1.75522842547765e-05,0.001084133184712,2.69413725083537,"NEAT1","283131","nuclear paraspeckle assembly transcript 1"
"236276_at",2.04942954827467,6.7159990873123,4.42939918390115,1.75863151093286e-05,0.0010849055909734,2.69234901582401,NA,NA,NA
"241487_at",1.96241701960225,7.41918601374487,4.42781187448469,1.77017372440386e-05,0.00109069102547285,2.68630964586738,NA,NA,NA
"219300_s_at",1.66952979899993,9.28172744331692,4.42674497095605,1.77797268356972e-05,0.0010935871181993,2.68225124482288,"CNTNAP2","26047","contactin associated protein 2"
"229958_at",1.24444399447098,8.6419473230651,4.42657563044381,1.77921358092782e-05,0.0010935871181993,2.68160715864608,"CLN8","2055","CLN8 transmembrane ER and ERGIC protein"
"224774_s_at",1.41923043918998,8.18984631158855,4.42341943360426,1.80249464584793e-05,0.0011061010799144,2.66960604610819,"NAV1","89796","neuron navigator 1"
"236184_at",2.32877310397464,6.49775712106411,4.42322176770536,1.80396239695569e-05,0.0011061010799144,2.66885466137856,NA,NA,NA
"41387_r_at",1.31185175827223,7.67480300456758,4.42084095455896,1.8217314640096e-05,0.00111563897348175,2.65980654097173,"KDM6B","23135","lysine demethylase 6B"
"204555_s_at",2.50347708753295,4.52168635536168,4.42032904767313,1.82557397878814e-05,0.00111663536535074,2.65786156364615,"PPP1R3D","5509","protein phosphatase 1 regulatory subunit 3D"
"225101_s_at",-1.88762749683624,6.93379933835175,-4.41606214607945,1.85790718492057e-05,0.00113503490942038,2.64165633407443,"SNX14","57231","sorting nexin 14"
"201929_s_at",-2.47734644727958,5.13344072393413,-4.4135285563624,1.87736572788564e-05,0.00114537285986262,2.63203974578523,"PKP4","8502","plakophilin 4"
"235435_at",1.87195079542116,8.29254622848366,4.41317377709338,1.88010610530347e-05,0.00114537285986262,2.63069347205128,"AASDH","132949","aminoadipate-semialdehyde dehydrogenase"
"208965_s_at",2.68205813630724,6.15945873674562,4.41272073357189,1.88361108524053e-05,0.00114537285986262,2.6289744383169,"IFI16","3428","interferon gamma inducible protein 16"
"226319_s_at",-2.76964284814386,3.59993140932386,-4.41268095020765,1.88391916990955e-05,0.00114537285986262,2.62882349034844,"ALYREF","10189","Aly/REF export factor"
"233479_at",2.38685467275225,5.56107520988953,4.41210650276805,1.88837312850304e-05,0.00114669751867086,2.62664401106821,NA,NA,NA
"200064_at",-1.90867750144433,10.3617626762882,-4.41059171004932,1.90016662658614e-05,0.00115247049514523,2.6208978695665,"HSP90AB1","3326","heat shock protein 90 alpha family class B member 1"
"238951_at",2.50812153483226,4.53986404164502,4.40850598333646,1.91652110296677e-05,0.00116099254940659,2.6129884663819,NA,NA,NA
"219342_at",-2.08300942479592,8.07990475738229,-4.40558954830552,1.93961636525688e-05,0.00117260010918878,2.601933729131,"CASD1","64921","CAS1 domain sialic acid O acetyltransferase 1"
"238580_at",2.51623436106367,5.78585988594156,4.40549927508012,1.94033549148517e-05,0.00117260010918878,2.60159163889103,NA,NA,NA
"219679_s_at",1.99995378970291,6.62464123610484,4.40476454711396,1.94619795422763e-05,0.00117454902612415,2.59880758976483,"WAC","51322","WW domain containing adaptor with coiled-coil"
"208942_s_at",1.78715228653294,12.0863250983654,4.40451146785319,1.94822123735599e-05,0.00117454902612415,2.59784869868509,"SEC62","7095","SEC62 preprotein translocation factor"
"219919_s_at",2.04560326339147,5.73779781207031,4.40404585245397,1.95194895892826e-05,0.00117509201227126,2.59608464135922,"SSH3","54961","slingshot protein phosphatase 3"
"208615_s_at",1.50405374323257,8.05685484401137,4.40381685144128,1.95378485800543e-05,0.00117509201227126,2.59521708776571,"PTP4A2","8073","protein tyrosine phosphatase 4A2"
"201199_s_at",-1.48930811313286,9.96391649754643,-4.40299617752169,1.96037783776367e-05,0.00117528541390333,2.59210831078549,"PSMD1","5707","proteasome 26S subunit, non-ATPase 1"
"224837_at",1.17596007595598,10.5991901810744,4.40272855487708,1.96253243628796e-05,0.00117528541390333,2.59109463203933,"FOXP1","27086","forkhead box P1"
"1553993_s_at",1.47107286223598,8.73541678286589,4.40264568175984,1.96320009954262e-05,0.00117528541390333,2.59078074180391,"MED25","81857","mediator complex subunit 25"
"244646_at",1.74715592671782,6.96131318828964,4.40236422389863,1.96546928172588e-05,0.00117528541390333,2.58971472602264,NA,NA,NA
"235009_at",1.50777878069406,8.38416767118053,4.4023274725193,1.96576576639452e-05,0.00117528541390333,2.58957553482528,"BOD1L1","259282","biorientation of chromosomes in cell division 1 like 1"
"214843_s_at",1.67236979233855,8.62716618860009,4.40201416432966,1.96829506606149e-05,0.00117540331308726,2.58838895615632,"USP33","23032","ubiquitin specific peptidase 33"
"227000_at",1.62109079644135,8.48732702847018,4.40147909236137,1.97262187389782e-05,0.0011756153511649,2.58636265187886,"MTURN","222166","maturin, neural progenitor differentiation regulator homolog"
"230730_at",1.82211579853398,7.09863221543993,4.40135337864086,1.97363977147434e-05,0.0011756153511649,2.58588660474063,"SGCD","6444","sarcoglycan delta"
"205917_at",1.45596418081581,7.51656220186836,4.40110557419764,1.97564771023724e-05,0.0011756153511649,2.58494826063088,"ZNF264","9422","zinc finger protein 264"
"201856_s_at",1.66040479420262,7.77909434933081,4.40072553646393,1.97873094015977e-05,0.00117606153437491,2.58350927707491,"ZFR","51663","zinc finger RNA binding protein"
"208835_s_at",1.77177559850098,12.1573422409962,4.39885266044024,1.99399319410257e-05,0.00118373676061206,2.57641917898246,"LUC7L3","51747","LUC7 like 3 pre-mRNA splicing factor"
"222310_at",1.94991669868285,7.61068777732896,4.3956066271039,2.02071385869071e-05,0.00119818822578671,2.56413627959207,"SCAF4","57466","SR-related CTD associated factor 4"
"242428_at",2.04141878217314,7.04493791273999,4.39175459918029,2.05286962258094e-05,0.00121455433217005,2.54956940912207,NA,NA,NA
"229293_at",1.40022517134424,8.02613772305982,4.39172311693246,2.05313444377866e-05,0.00121455433217005,2.54945039620088,NA,NA,NA
"202363_at",-1.79448888365939,10.7303055707284,-4.39084778758848,2.06051066851198e-05,0.00121748884177811,2.54614163679168,"SPOCK1","6695","SPARC (osteonectin), cwcv and kazal like domains proteoglycan 1"
"224979_s_at",2.34747934869806,5.67828125334633,4.38862824284322,2.0793286785743e-05,0.00122716914202369,2.5377540079669,"USP36","57602","ubiquitin specific peptidase 36"
"205197_s_at",1.96847894153434,5.82268237254943,4.38832762610728,2.08189006896766e-05,0.00122724375866713,2.53661823377583,"ATP7A","538","ATPase copper transporting alpha"
"236700_at",2.33151605192987,5.22700111712457,4.3880001591996,2.08468368572991e-05,0.00122745493509899,2.53538108419422,"EIF3C","8663","eukaryotic translation initiation factor 3 subunit C"
"223183_at",-1.21743189894692,8.9936357434752,-4.38767575920014,2.08745469086734e-05,0.00122765232058815,2.53415559163564,"AGPAT3","56894","1-acylglycerol-3-phosphate O-acyltransferase 3"
"229949_at",1.75281842810629,9.4216787047635,4.38695072064437,2.0936607294312e-05,0.00122986706787951,2.53141685200623,NA,NA,NA
"1556682_s_at",2.32571448162996,6.46203237718004,4.38611450655019,2.10084040580368e-05,0.00123228341274233,2.52825859604893,NA,NA,NA
"201226_at",-1.90135729112956,9.83995047474029,-4.38590253858816,2.1026641038043e-05,0.00123228341274233,2.52745809868501,"NDUFB8","4714","NADH:ubiquinone oxidoreductase subunit B8"
"229420_at",-1.31688752058916,8.14772165309157,-4.38528774975822,2.10796214113554e-05,0.00123395354094509,2.52513651700039,"LINC02067","101243545","long intergenic non-protein coding RNA 2067"
"213593_s_at",1.94275290492984,9.34390834775653,4.38183656228916,2.13794225583821e-05,0.0012500513646926,2.51210872930597,"TRA2A","29896","transformer 2 alpha homolog"
