"","logFC","AveExpr","t","P.Value","adj.P.Val","B","SYMBOL","ENTREZID","GENENAME"
"221935_s_at",1.5968530800978,6.5188634592901,3.77695159423218,0.000224509530213965,0.00581351811797209,0.291520244293384,"EOGT","285203","EGF domain specific O-linked N-acetylglucosamine transferase"
"225799_at",-1.54825951703836,7.09554717273999,-3.77692136997589,0.000224534492492134,0.00581351811797209,0.291418136799598,"CYTOR","112597","cytoskeleton regulator RNA"
"228011_at",-1.65948168079215,7.76110601298386,-3.77686956350819,0.000224577285682658,0.00581351811797209,0.291243119062076,"CIBAR1","137392","CBY1 interacting BAR domain containing 1"
"203937_s_at",-1.88610395729129,5.48683431349798,-3.77660422108221,0.000224796585082081,0.0058162077436971,0.290346744215124,"TAF1C","9013","TATA-box binding protein associated factor, RNA polymerase I subunit C"
"215828_at",2.35796913531975,4.8856862583218,3.77561697838955,0.000225614301750489,0.0058323036468836,0.287012117862431,NA,NA,NA
"210125_s_at",-1.23043785915628,7.59935729266432,-3.77557380210158,0.000225650128200294,0.0058323036468836,0.28686629708198,"BANF1","8815","barrier to autointegration nuclear assembly factor 1"
"204548_at",-1.99608645877161,5.69777805670469,-3.77504139488627,0.000226092347799194,0.00583543113626677,0.285068293307645,"STAR","6770","steroidogenic acute regulatory protein"
"225207_at",1.7497521133909,8.98505336859171,3.77499970149434,0.000226127013149852,0.00583543113626677,0.284927498540831,"PDK4","5166","pyruvate dehydrogenase kinase 4"
"42361_g_at",-1.3972516187789,5.67635972084749,-3.77496621608975,0.000226154857738069,0.00583543113626677,0.284814422329299,"CCHCR1","54535","coiled-coil alpha-helical rod protein 1"
"211578_s_at",1.84678759328543,5.83774205380623,3.77487076167385,0.000226234250119348,0.00583543113626677,0.284492088733597,"RPS6KB1","6198","ribosomal protein S6 kinase B1"
"239221_at",-1.07922127868673,7.80134024763955,-3.77465279523239,0.000226415638543533,0.00583712255664073,0.28375607785787,"ADGRA1","84435","adhesion G protein-coupled receptor A1"
"210273_at",-1.20332754534482,6.97439008690998,-3.77277317046957,0.000227985562275173,0.00587459116780725,0.27741058040488,"PCDH7","5099","protocadherin 7"
"235775_at",1.75719672992477,5.99525406192056,3.77214921513093,0.000228508986277738,0.00588506970740127,0.275304725121525,"TMTC2","160335","transmembrane O-mannosyltransferase targeting cadherins 2"
"223037_at",-1.14102055526446,8.6779649917243,-3.77189750409106,0.000228720463910945,0.0058863701451496,0.274455279715861,"PDZD11","51248","PDZ domain containing 11"
"201483_s_at",-1.77518711298806,5.96713480683967,-3.77181114521142,0.000228793061930281,0.0058863701451496,0.27416385655527,"SUPT4H1","6827","SPT4 homolog, DSIF elongation factor subunit"
"203385_at",-1.09613828277176,7.28691767065792,-3.7716579841996,0.000228921871192382,0.00588667919896289,0.273647019250342,"DGKA","1606","diacylglycerol kinase alpha"
"203468_at",-1.15258775972922,9.00249667573889,-3.77149708548555,0.000229057261906061,0.00588715709195686,0.273104090048584,"CDK10","8558","cyclin dependent kinase 10"
"218968_s_at",-1.04279982968056,8.44709073196642,-3.77050039398219,0.000229897635426933,0.00590574450721349,0.269741328342109,"ZFP64","55734","ZFP64 zinc finger protein"
"203686_at",-1.21140451165657,6.96884756256587,-3.77030031444992,0.000230066686788873,0.0059070764548375,0.269066364003943,"MPG","4350","N-methylpurine DNA glycosylase"
"1564637_a_at",1.42989931059742,8.62006278453098,3.77001189589982,0.000230310584887607,0.00591032779476593,0.268093442029649,"FAM98B","283742","family with sequence similarity 98 member B"
"1554181_at",-1.43486547974072,6.71774087257872,-3.76835246527559,0.000231718630933832,0.0059412218456172,0.262496886313236,"SNX32","254122","sorting nexin 32"
"223316_at",-1.16663265413035,9.18465840840555,-3.76831536222626,0.000231750206315022,0.0059412218456172,0.262371776830164,"CCDC3","83643","coiled-coil domain containing 3"
"209583_s_at",-1.6841624397709,8.7983098331282,-3.76742732323612,0.00023250716134387,0.00595759707111966,0.259377662218506,"CD200","4345","CD200 molecule"
"210948_s_at",2.29026411211049,3.69873519010278,3.76621682034956,0.000233542754228813,0.0059787660134827,0.255297270683152,"LEF1","51176","lymphoid enhancer binding factor 1"
"208970_s_at",-1.06051287161857,11.0471690243214,-3.76618437712891,0.000233570569642417,0.0059787660134827,0.25518792528788,"UROD","7389","uroporphyrinogen decarboxylase"
"220757_s_at",-1.237088667131,7.32337884274858,-3.76579202025374,0.000233907208020852,0.00598434375200961,0.253865602515232,"UBXN6","80700","UBX domain protein 6"
"215903_s_at",-0.983293449998794,8.3585845607308,-3.76537533962554,0.000234265219155959,0.00599046235955327,0.252461428925101,"MAST2","23139","microtubule associated serine/threonine kinase 2"
"1554828_at",2.3450415131562,4.22999252803475,3.76489216891298,0.000234681008355222,0.00599805147165899,0.250833351633234,"PDGFRA","5156","platelet derived growth factor receptor alpha"
"1566689_at",2.19212622071473,3.68801293663881,3.76357026180939,0.000235822141797411,0.00602145175742356,0.246379980105655,NA,NA,NA
"237703_at",1.70929474495948,6.27074824235065,3.7634591757281,0.000235918275640925,0.00602145175742356,0.246005801450759,NA,NA,NA
"221928_at",1.84653112859302,7.66372953204253,3.76333579843045,0.0002360250898067,0.00602145175742356,0.245590232218897,"ACACB","32","acetyl-CoA carboxylase beta"
"234207_at",2.21213274970616,4.63196064278744,3.76327879477845,0.000236074456313743,0.00602145175742356,0.245398231802104,NA,NA,NA
"204411_at",-1.71941668480378,7.53742275593867,-3.76296778967628,0.000236343966359552,0.00602527680753049,0.244350743031344,"KIF21B","23046","kinesin family member 21B"
"212360_at",1.01983314395593,9.83877484229256,3.76217365702935,0.000237033466708499,0.00603979967420378,0.241676370123303,"AMPD2","271","adenosine monophosphate deaminase 2"
"1563090_at",1.50236145883666,5.87224095435947,3.76109898214249,0.000237969580259604,0.00606058858750092,0.23805797113332,"CCDC33","80125","coiled-coil domain containing 33"
"210185_at",-1.39436164895908,7.28367630838658,-3.76074552754179,0.000238278227278636,0.00606538430963159,0.236868087390905,"CACNB1","782","calcium voltage-gated channel auxiliary subunit beta 1"
"210115_at",-1.65852274245407,5.60500247085066,-3.7598154258114,0.000239092232296199,0.0060830326097732,0.233737399330424,"RPL39L","116832","ribosomal protein L39 like"
"226126_at",-1.02494451129366,9.26056520715753,-3.75846981466425,0.000240274544991645,0.00611002893144496,0.229209260183085,"TBCK","93627","TBC1 domain containing kinase"
"37996_s_at",-1.45779485567845,6.02709194761372,-3.7576373686375,0.000241008738509529,0.00612560838609117,0.226408655836274,"DMPK","1760","DM1 protein kinase"
"211964_at",-1.38024213087818,8.02228328975662,-3.7573386443773,0.000241272722384668,0.0061292270569101,0.225403781227909,"COL4A2","1284","collagen type IV alpha 2 chain"
"1557433_at",1.5565090453242,6.48858273177884,3.75711476089463,0.000241470748654544,0.00613116735664365,0.22465070603216,NA,NA,NA
"233223_at",2.02366521742455,5.84142960827733,3.75679233906131,0.00024175620315679,0.00613532446893523,0.223566243621348,NA,NA,NA
"222152_at",1.76518242260163,6.53029703588616,3.75553192569447,0.000242875173109009,0.00615815923019375,0.21932759856753,"PDCD6","10016","programmed cell death 6"
"1560868_s_at",2.07149846331703,5.20335250582753,3.75550362941835,0.000242900350184028,0.00615815923019375,0.219232454561382,NA,NA,NA
"238686_at",-1.51894180459733,7.56379525841346,-3.75475751637758,0.000243565108977584,0.00617190802291565,0.216723922969565,"FBXO3","26273","F-box protein 3"
"1558511_s_at",1.44998595156966,6.8507815182089,3.75399554888565,0.000244245771426443,0.0061860042831394,0.214162514037147,"ESYT2","57488","extended synaptotagmin 2"
"223901_at",-1.41366261245904,7.12178881694407,-3.75386019777471,0.000244366868271077,0.0061860042831394,0.213707566651968,"SYT3","84258","synaptotagmin 3"
"239461_at",1.94001991080523,6.31922165350252,3.75212166980289,0.000245927370136532,0.00622238222000569,0.207865171308852,"GALNT15","117248","polypeptide N-acetylgalactosaminyltransferase 15"
"1568796_at",-1.75645145379812,5.78682668683778,-3.75196131184214,0.000246071781726393,0.00622291212784342,0.207326395033388,"CCDC157","550631","coiled-coil domain containing 157"
"207768_at",-1.78430400602289,8.21975214559972,-3.75179299938451,0.000246223443170288,0.00622362475387447,0.206760913547366,"EGR4","1961","early growth response 4"
"210108_at",-1.27905143201124,7.78870475047583,-3.751559158556,0.00024643429723222,0.00622528041656509,0.205975310563009,"CACNA1D","776","calcium voltage-gated channel subunit alpha1 D"
"231166_at",-1.3473799446228,8.79014918512545,-3.75144646305931,0.000246535975704131,0.00622528041656509,0.205596717480773,"GPR155","151556","G protein-coupled receptor 155"
"231867_at",-1.29975445452632,11.0074189374354,-3.75099275802138,0.000246945728928118,0.00623250459875117,0.204072620991338,"TENM2","57451","teneurin transmembrane protein 2"
"200832_s_at",1.58336926472926,10.80845947214,3.75034636774226,0.000247530615329742,0.00624413941102818,0.201901516423854,"SCD","6319","stearoyl-CoA desaturase"
"200696_s_at",1.79293561247444,7.82654543478488,3.74984213251323,0.00024798778316222,0.00625206291589377,0.200208100146289,"GSN","2934","gelsolin"
"201346_at",1.48053757992582,8.99518600890972,3.74972641453296,0.000248092812281255,0.00625206291589377,0.199819501264079,"ADIPOR2","79602","adiponectin receptor 2"
"237386_at",-1.66039784098938,5.35480523116506,-3.74907602806947,0.0002486839066474,0.00626382687602979,0.197635588369943,"SMIM10L1","100129361","small integral membrane protein 10 like 1"
"61874_at",1.15132370131013,7.65212799461239,3.74876019748626,0.000248971425475183,0.00626793647121613,0.196575184078865,"CACFD1","11094","calcium channel flower domain containing 1"
"200041_s_at",-1.36080190405265,9.19211468512234,-3.74782440066277,0.00024982518441383,0.00628629012463378,0.19343367310888,"DDX39B","7919","DExD-box helicase 39B"
"202746_at",1.53056352791975,8.35231803808756,3.74747231941444,0.000250147117046802,0.00629124992329134,0.192251889751791,"ITM2A","9452","integral membrane protein 2A"
"218493_at",-1.45054604221132,9.28001610618072,-3.74655169091803,0.000250990769714626,0.00630897093239275,0.189162177297236,"SNRNP25","79622","small nuclear ribonucleoprotein U11/U12 subunit 25"
"217742_s_at",0.992410992299872,8.87149889850579,3.74630308877916,0.000251219047188667,0.00630897093239275,0.188327954294699,"WAC","51322","WW domain containing adaptor with coiled-coil"
"227208_at",-1.22621307233343,10.3721359155215,-3.74629415887686,0.000251227250675825,0.00630897093239275,0.188297989480143,"CENATAC","338657","centrosomal AT-AC splicing factor"
"240895_at",2.13420611195657,4.26237494243446,3.74590992337747,0.000251580470344608,0.00631469486346543,0.187008720833412,NA,NA,NA
"202056_at",-1.59307468190967,8.91062360972342,-3.74549170085077,0.000251965467958002,0.00632121032879605,0.185605536683079,"KPNA1","3836","karyopherin subunit alpha 1"
"205097_at",2.30008941725883,5.88991178383737,3.74449486223333,0.000252885365003498,0.00633811386599176,0.182261555151226,"SLC26A2","1836","solute carrier family 26 member 2"
"211596_s_at",1.41288127502085,9.29001453595988,3.74448903063589,0.000252890755828445,0.00633811386599176,0.182241994730377,"LRIG1","26018","leucine rich repeats and immunoglobulin like domains 1"
"202083_s_at",-1.46336046533548,7.7086381396426,-3.74425244681066,0.000253109549583088,0.00633933592361607,0.18144846351571,"SEC14L1","6397","SEC14 like lipid binding 1"
"206352_s_at",-1.20557612343048,7.66836170128737,-3.74416434545172,0.000253191071888239,0.00633933592361607,0.181152971390901,"PEX10","5192","peroxisomal biogenesis factor 10"
"205597_at",2.03616942025875,4.12816261320521,3.7423087362745,0.000254913898029519,0.00637930256930775,0.174930598491742,"SLC44A4","80736","solute carrier family 44 member 4"
"234994_at",-1.94243716084922,7.30016309370988,-3.74170106866252,0.000255480490407161,0.00639030878263589,0.172893477992312,"TMEM200A","114801","transmembrane protein 200A"
"203512_at",-0.873050195127064,8.74526114987084,-3.74129790943744,0.000255857055748209,0.00639655330692733,0.171542095069973,"TRAPPC3","27095","trafficking protein particle complex subunit 3"
"202933_s_at",1.38396613856765,8.17550387806033,3.74080957647078,0.000256313880110241,0.00640479715985932,0.169905373455841,"YES1","7525","YES proto-oncogene 1, Src family tyrosine kinase"
"1566194_at",2.19771180021623,3.85138147368101,3.74034064110749,0.0002567532850822,0.00641259778068779,0.168333833151114,NA,NA,NA
"225123_at",1.47025904695131,9.15395095115139,3.74005225373327,0.000257023865762649,0.00641617625473168,0.167367443661356,"SESN3","143686","sestrin 3"
"218302_at",-1.44956723494699,6.74611140395025,-3.73968199673193,0.000257371656726644,0.00642019929104783,0.166126798992264,"PSENEN","55851","presenilin enhancer, gamma-secretase subunit"
"219463_at",-1.88695384798424,8.8601943398199,-3.73960951964804,0.000257439788242449,0.00642019929104783,0.165883957186474,"LAMP5","24141","lysosomal associated membrane protein family member 5"
"1558041_a_at",-1.22398353587845,7.98766884886277,-3.73925248304725,0.000257775666982848,0.00642413885270606,0.164687727084683,"MATCAP1","653319","microtubule associated tyrosine carboxypeptidase 1"
"219819_s_at",-1.5252392556556,6.99826113802738,-3.73917068138667,0.00025785267949097,0.00642413885270606,0.164413668821791,"MRPS28","28957","mitochondrial ribosomal protein S28"
"212548_s_at",1.02938900010702,9.49019149544768,3.73900965727498,0.000258004339935097,0.00642474147088381,0.163874207940788,"FRYL","285527","FRY like transcription coactivator"
"1569132_s_at",2.11119887010772,4.93977420992204,3.73846915850524,0.000258514025924451,0.00643192473096768,0.162063577370959,"ARSK","153642","arylsulfatase family member K"
"227404_s_at",-1.60133759580915,9.53882007456093,-3.7382324654791,0.000258737525480549,0.00643192473096768,0.161270741972434,"EGR1","1958","early growth response 1"
"33307_at",-1.26037099576916,6.6108480005242,-3.73821883055438,0.000258750405952924,0.00643192473096768,0.161225071215139,"RRP7A","27341","ribosomal RNA processing 7 homolog A"
"201200_at",-1.19761540233359,9.28009499160666,-3.73806343097121,0.00025889724979759,0.00643192473096768,0.160704563530357,"CREG1","8804","cellular repressor of E1A stimulated genes 1"
"232735_at",-1.47735613480602,7.70998133210619,-3.7380278531524,0.000258930879925664,0.00643192473096768,0.160585398896699,"ANKRD34A","284615","ankyrin repeat domain 34A"
"236110_at",0.928438601226688,9.01008238221459,3.73750529381573,0.000259425308632388,0.00644103201003989,0.158835243189611,"ST8SIA5","29906","ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 5"
"218324_s_at",-1.08323584191232,8.22776262989216,-3.73682807467778,0.000260067401011358,0.00645360051986586,0.156567403873762,"SPATS2","65244","spermatogenesis associated serine rich 2"
"207635_s_at",-2.09384743461348,5.14891281842659,-3.73670145438769,0.000260187620411647,0.00645360051986586,0.15614342181196,"KCNH1","3756","potassium voltage-gated channel subfamily H member 1"
"225110_at",-1.13002953687267,8.49992229943411,-3.73623071199478,0.000260635027353749,0.00646151796048023,0.154567268015489,"OGFOD1","55239","2-oxoglutarate and iron dependent oxygenase domain containing 1"
"230280_at",-1.25327967164461,8.73556411241188,-3.73584124542045,0.000261005737796222,0.00646752713405476,0.15326336930553,"TRIM9","114088","tripartite motif containing 9"
"201519_at",-1.38158089387033,10.8304069566755,-3.73545369351244,0.000261375121124152,0.00647349753306062,0.151965993045541,"TOMM70","9868","translocase of outer mitochondrial membrane 70"
"230333_at",-1.77510134608503,8.94624814294665,-3.73511002529714,0.000261703091907248,0.00647843690334833,0.150815616420651,NA,NA,NA
"1564207_at",-0.967597286034177,10.5681742425133,-3.73496642474295,0.00026184024869091,0.00647865015919026,0.150334961698347,"LINC00957","255031","long intergenic non-protein coding RNA 957"
"235060_at",-1.82062706550696,7.57028729625902,-3.73437966938056,0.000262401381899293,0.00648934840486078,0.148371154660602,"LOC100190986","100190986","uncharacterized LOC100190986"
"220050_at",-1.10643279335352,7.32329553406228,-3.73406830525139,0.000262699611558238,0.00649353757829658,0.147329156761479,"SPACA9","11092","sperm acrosome associated 9"
"217667_at",-1.64499812272938,6.56706567027865,-3.73355424605762,0.000263192687997845,0.00650253660185264,0.145608986523259,"SEC14L1P1","729799","SEC14 like 1 pseudogene 1"
"235697_at",1.37755558313995,8.06471726551631,3.73332145749195,0.000263416262667125,0.00650487165834677,0.144830082806951,NA,NA,NA
"1558111_at",2.31728933160063,5.2076502100122,3.73149713540239,0.000265174611345696,0.00654398832232747,0.138727354970372,"MBNL1","4154","muscleblind like splicing regulator 1"
"204036_at",1.71789029714297,8.14268567227123,3.73140885763572,0.000265259977828119,0.00654398832232747,0.138432110925388,"LPAR1","1902","lysophosphatidic acid receptor 1"
"210706_s_at",-1.5702121119289,7.1114720365809,-3.72978929359332,0.000266830753760839,0.006579518992319,0.133016528751195,"RNF24","11237","ring finger protein 24"
"219040_at",-1.55305667808483,6.02980656424304,-3.72960329750951,0.000267011709296514,0.00658076144755677,0.132394710768968,"CORO7","79585","coronin 7"
"238108_at",1.23072076978009,7.62957560081453,3.72885489975436,0.000267740999649949,0.00659551032422144,0.129892945066994,NA,NA,NA
"221045_s_at",1.26442076208285,8.15812994356107,3.72851523106571,0.00026807261775436,0.00659733385593267,0.128757628719476,"PER3","8863","period circadian regulator 3"
"203409_at",1.68369850577519,6.05113230917206,3.72841139633289,0.000268174069013616,0.00659733385593267,0.128410586342374,"DDB2","1643","damage specific DNA binding protein 2"
"204794_at",-1.80122508187637,6.67504362373936,-3.72837696753303,0.00026820771553751,0.00659733385593267,0.128295518217654,"DUSP2","1844","dual specificity phosphatase 2"
"212088_at",-1.3531543659498,7.78380557575328,-3.72816222131832,0.000268417672565845,0.00659927761706885,0.127577812215137,"PMPCA","23203","peptidase, mitochondrial processing subunit alpha"
"211776_s_at",-1.97150294181145,7.28593999641193,-3.72769221004563,0.000268877744669687,0.00660557639096958,0.126007101858132,"EPB41L3","23136","erythrocyte membrane protein band 4.1 like 3"
"243050_at",2.08072165216779,5.29096672230399,3.72763276226554,0.000268935988457959,0.00660557639096958,0.125808447644888,NA,NA,NA
"1554260_a_at",1.68646436813796,7.35233713948764,3.7271588541926,0.000269400725625953,0.00661376813067397,0.124224902828454,"FRYL","285527","FRY like transcription coactivator"
"219952_s_at",-1.80023738936236,5.7903842650287,-3.72640033259805,0.00027014615045659,0.00662883940076075,0.121690682469143,"MCOLN1","57192","mucolipin TRP cation channel 1"
"203892_at",-1.23590406432601,6.63092963458017,-3.72624279961369,0.000270301208009476,0.00662941663498082,0.121164418725976,"WFDC2","10406","WAP four-disulfide core domain 2"
"221504_s_at",-1.90521523328083,10.0723353701303,-3.72595704427889,0.000270582688009014,0.0066300424613725,0.120209855341457,"ATP6V1H","51606","ATPase H+ transporting V1 subunit H"
"222517_at",-0.998222734214782,8.13347110032163,-3.7259498111346,0.000270589816532276,0.0066300424613725,0.120185693873043,"AP3M1","26985","adaptor related protein complex 3 subunit mu 1"
"226865_at",1.20178280701278,7.85702294925784,3.72520093085254,0.000271328827308142,0.00664491944857029,0.117684358814227,"PLXDC2","84898","plexin domain containing 2"
"201057_s_at",-1.15939717518942,8.65737093536136,-3.72480527379089,0.000271720040609363,0.00665126846369719,0.116362993810868,"GOLGB1","2804","golgin B1"
"211112_at",1.78373777047217,5.28327935324767,3.72452580940346,0.000271996687793552,0.0066525368759633,0.115429744769712,"SLC12A4","6560","solute carrier family 12 member 4"
"219491_at",-1.24285013435141,6.93779209664657,-3.72446939734859,0.000272052563491941,0.0066525368759633,0.115241368288716,"LRFN4","78999","leucine rich repeat and fibronectin type III domain containing 4"
"242405_at",1.7909399959691,7.43020242716736,3.72435305423769,0.00027216783473019,0.0066525368759633,0.114852871853457,NA,NA,NA
"215028_at",1.61428999959606,6.5100106425041,3.7230261483493,0.000273485789068697,0.00668089019053263,0.110422743097079,"SEMA6A","57556","semaphorin 6A"
"209857_s_at",-2.01028691354006,5.10329259586705,-3.7229185440227,0.000273592931752532,0.00668089019053263,0.110063543177408,"SPHK2","56848","sphingosine kinase 2"
"219251_s_at",-1.24913994527421,9.01687666779803,-3.72236274771114,0.000274146976213248,0.00669117760199706,0.108208346733925,"DYNC2I1","55112","dynein 2 intermediate chain 1"
"207383_s_at",-1.88220076752827,5.06315521151464,-3.7206814592013,0.000275829434828685,0.00672898322594413,0.10259776760481,"RHBDL1","9028","rhomboid like 1"
"225504_at",1.11936566353132,8.71146979892969,3.72048364694464,0.000276028025788604,0.00673057016341142,0.101937792997061,"HMBOX1","79618","homeobox containing 1"
"203268_s_at",-1.65716234998786,6.03864107039884,-3.71984808794404,0.000276667002606078,0.00674288858720935,0.0998175318837884,"DRG2","1819","developmentally regulated GTP binding protein 2"
"220576_at",-1.25103555144456,8.03604358213223,-3.7191226645514,0.000277398037164254,0.00675743763707857,0.0973978471283719,"PGAP1","80055","post-GPI attachment to proteins inositol deacylase 1"
"215557_at",1.21489013394959,7.09556530974982,3.71886232709437,0.000277660833621622,0.00676057182384704,0.0965295749187112,NA,NA,NA
"206451_at",1.38266352652237,7.02175905083966,3.71828333959046,0.000278246134525523,0.00677155163023704,0.0945987292364174,"TBCCD1","55171","TBCC domain containing 1"
"219281_at",-0.949103148366717,9.11857525750535,-3.71804855170382,0.000278483815046853,0.00677406503966045,0.0938158145645058,"MSRA","4482","methionine sulfoxide reductase A"
"202622_s_at",-1.08763448846161,8.32608029523178,-3.71742056612911,0.000279120481755982,0.0067860277184914,0.09172196059132,"ATXN2","6311","ataxin 2"
"204081_at",-1.72082600353666,9.77961687996183,-3.71729801666384,0.000279244885779075,0.0067860277184914,0.0913133857860791,"NRGN","4900","neurogranin"
"230878_s_at",1.89665997339719,3.20491715489202,3.7166537510346,0.000279899764328869,0.00679866410695872,0.0891656158195593,"COG1","9382","component of oligomeric golgi complex 1"
"1560395_at",-2.49934274124633,5.41954858317637,-3.71603633515489,0.000280528713872794,0.00681065881883558,0.0871076454543331,NA,NA,NA
"217651_at",-1.86269473401044,6.05733923569196,-3.71547580227626,0.00028110087540119,0.00682126394852932,0.0852395244660871,"PELP1","27043","proline, glutamate and leucine rich protein 1"
"200992_at",1.15865486535137,9.87591012114452,3.71528718095284,0.000281293657906024,0.00682265719543865,0.0846109479152632,"IPO7","10527","importin 7"
"243546_at",1.7081536796757,8.22648013938015,3.71405910785465,0.00028255188470584,0.00684987856712797,0.0805190713061368,NA,NA,NA
"225845_at",1.28957931901639,10.1003565314094,3.71295877984221,0.000283683749754138,0.00687401186122996,0.0768537933721385,"ZBTB44","29068","zinc finger and BTB domain containing 44"
"202279_at",-1.28933604022101,11.54853051639,-3.71169926259123,0.000284984630551222,0.00690221545622879,0.0726593560316946,"ATP5MJ","9556","ATP synthase membrane subunit j"
"227891_s_at",1.66380796059343,6.34418816306686,3.71124024965486,0.000285460119076645,0.00691041088452546,0.0711310489427017,"TAF15","8148","TATA-box binding protein associated factor 15"
"204720_s_at",-1.6033370122872,12.1363096753141,-3.71005900360162,0.000286687216678948,0.00693478733636748,0.0671987549620043,"DNAJC6","9829","DnaJ heat shock protein family (Hsp40) member C6"
"212393_at",-1.77308963913422,5.26492720010345,-3.71000612605174,0.000286742263228702,0.00693478733636748,0.0670227533463361,"SBF1","6305","SET binding factor 1"
"1554077_a_at",-1.59071014938658,6.33320536194349,-3.70701138336127,0.000289876214381505,0.00700721874390516,0.0570582438174485,"TMEM53","79639","transmembrane protein 53"
"203931_s_at",-1.37991110224065,7.11147055487515,-3.70574568773474,0.000291210459322809,0.00703609700878662,0.0528488710815429,"MRPL12","6182","mitochondrial ribosomal protein L12"
"222095_s_at",-2.17082187260268,4.68151146607352,-3.70510190612654,0.000291891333923634,0.00704763558333802,0.0507082822558464,"FAM163A","148753","family with sequence similarity 163 member A"
"219556_at",-1.91544201064349,5.07192984087268,-3.70493479858824,0.000292068315693816,0.00704763558333802,0.0501526965679284,"TEDC2","80178","tubulin epsilon and delta complex 2"
"203881_s_at",-1.3743786364519,9.43856403758819,-3.70489780169036,0.000292107512422236,0.00704763558333802,0.0500296950898589,"DMD","1756","dystrophin"
"226608_at",1.32495610857582,6.29895021997804,3.70439652376253,0.000292639086803384,0.00705708259041979,0.0483632260223832,"C16orf87","388272","chromosome 16 open reading frame 87"
"208398_s_at",-1.12409433276143,9.50848124660171,-3.70425184596666,0.0002927926787224,0.00705740975623515,0.0478822881915981,"TBPL1","9519","TATA-box binding protein like 1"
"1562743_at",2.06847475909114,5.32318504174367,3.70394090515017,0.000293123035733663,0.00706050138384391,0.046848712023114,"ZNF33B","7582","zinc finger protein 33B"
"221950_at",1.5076453139899,8.51166058933487,3.70371599931191,0.000293362205088839,0.00706050138384391,0.0461011637405226,"EMX2","2018","empty spiracles homeobox 2"
"238156_at",1.46024453126388,7.28994501147891,3.70371263791861,0.000293365781060724,0.00706050138384391,0.0460899913354762,NA,NA,NA
"239826_at",1.96629406361449,6.60055525496718,3.70360408283313,0.000293481288052876,0.00706050138384391,0.0457291867598038,NA,NA,NA
"225407_at",-1.42596987895721,7.64202731384741,-3.70329769699395,0.000293807526967715,0.0070636320314175,0.0447108996782051,"MBP","4155","myelin basic protein"
"227618_at",-1.42899810912748,6.97226970429996,-3.70321868360875,0.00029389171583664,0.0070636320314175,0.044448306559068,"NHSL2","340527","NHS like 2"
"233961_at",-1.90738683384982,6.62860716966448,-3.70289045454431,0.000294241688609945,0.00706867271097704,0.0433575200339211,NA,NA,NA
"213195_at",-1.2360476384078,7.97960641910814,-3.70240379450398,0.00029476131307754,0.007077642135835,0.0417403767335012,"LYRM9","201229","LYR motif containing 9"
"205016_at",1.40193115122522,6.94294841779173,3.70227787364477,0.000294895904550574,0.007077642135835,0.0413219778759784,"TGFA","7039","transforming growth factor alpha"
"202587_s_at",-1.33006800950889,8.55465739537207,-3.7020705925511,0.000295117585099364,0.0070795913405964,0.0406332682073129,"AK1","203","adenylate kinase 1"
"226759_at",1.16818524801182,6.9354594597921,3.70071180501548,0.000296574671841722,0.00711116081612494,0.036119374693615,"IKZF4","64375","IKAROS family zinc finger 4"
"218390_s_at",-1.37832819485987,5.94976589626322,-3.70045549632314,0.000296850284211417,0.00711438477153573,0.0352680721455325,"FAM204A","63877","family with sequence similarity 204 member A"
"214610_at",2.00215979864137,4.47862389762249,3.69949608739645,0.000297884101578881,0.0071356243481854,0.0320819328888158,"CYP11B1","1584","cytochrome P450 family 11 subfamily B member 1"
"225779_at",-1.78907697777353,6.26147495599073,-3.69937051247051,0.000298019667326646,0.0071356243481854,0.0316649572061509,"SLC27A4","10999","solute carrier family 27 member 4"
"209118_s_at",-1.28566493704114,14.0400469147799,-3.6971713372037,0.00030040328700125,0.00718928113397437,0.0243644403347734,"TUBA1A","7846","tubulin alpha 1a"
"222896_at",-1.39184687599685,7.57227036342221,-3.69664549526369,0.00030097589536802,0.00719956625649908,0.0226193606330973,"TMEM38A","79041","transmembrane protein 38A"
"202299_s_at",-1.15105644231677,10.1222433854297,-3.69617760470881,0.000301486265784515,0.00720835354924352,0.0210667750752025,"LAMTOR5","10542","late endosomal/lysosomal adaptor, MAPK and MTOR activator 5"
"225128_at",1.80801875560781,5.90846571508876,3.69567808250135,0.000302032042661605,0.00721797865442749,0.0194094085382446,"POGLUT3","143888","protein O-glucosyltransferase 3"
"242838_at",-1.43024158240049,6.64177023745952,-3.6954980167483,0.000302229011046466,0.00721926274206301,0.0188120136317034,"MAP6D1","79929","MAP6 domain containing 1"
"232226_at",-1.1871115035341,10.0237067092079,-3.69489710731233,0.000302887206554226,0.00723155760186619,0.0168185833013856,"LRRC4C","57689","leucine rich repeat containing 4C"
"238761_at",1.98280535130513,7.12976490852625,3.69416494370633,0.000303691000418632,0.00724446540743839,0.0143901024002169,"ELK4","2005","ETS transcription factor ELK4"
"204321_at",1.3459898982528,6.62690321555058,3.69414282782775,0.000303715311321547,0.00724446540743839,0.0143167534853621,"NEO1","4756","neogenin 1"
"225878_at",1.34685461590273,7.97021054553572,3.69396477859719,0.000303911099163386,0.00724570639022413,0.0137262536751495,"KIF1B","23095","kinesin family member 1B"
