"","logFC","AveExpr","t","P.Value","adj.P.Val","B","SYMBOL","ENTREZID","GENENAME"
"222460_s_at",-2.26112596747951,7.76570509334248,-6.31316338080845,2.64984719893899e-09,8.45284485276733e-07,10.9374284739255,"PSME3IP1","80011","proteasome activator subunit 3 interacting protein 1"
"236024_at",-1.60249548303606,10.965736438838,-6.30060951243161,2.82705869644455e-09,8.92361754837318e-07,10.8760347950498,"GPM6A","2823","glycoprotein M6A"
"218086_at",-2.16002323520105,8.57886018665981,-6.29792160980248,2.86648897192314e-09,8.92361754837318e-07,10.8628990933477,"NPDC1","56654","neural proliferation, differentiation and control 1"
"203656_at",-2.29245727625264,9.77388648361389,-6.29748488319466,2.87294639540225e-09,8.92361754837318e-07,10.8607651322985,"FIG4","9896","FIG4 phosphoinositide 5-phosphatase"
"218105_s_at",-3.07866186244234,5.92576630944823,-6.29745965240293,2.8733198935363e-09,8.92361754837318e-07,10.8606418506565,"MRPL4","51073","mitochondrial ribosomal protein L4"
"201175_at",-1.69677203393299,8.97651790039,-6.29660808036044,2.88595396993081e-09,8.92361754837318e-07,10.856481104076,"TMX2","51075","thioredoxin related transmembrane protein 2"
"225368_at",2.67931457987423,11.2370578408212,6.282832173165,3.09808691023474e-09,9.52113892455737e-07,10.7892182997467,"HIPK2","28996","homeodomain interacting protein kinase 2"
"204105_s_at",-2.09971208148902,11.9885275308373,-6.27252652207784,3.26673189856482e-09,9.97857905573123e-07,10.7389559356104,"NRCAM","4897","neuronal cell adhesion molecule"
"202590_s_at",-2.02251352871961,7.23510094236007,-6.26000522186981,3.48380820634343e-09,1.05775552655371e-06,10.6779526671119,"PDK2","5164","pyruvate dehydrogenase kinase 2"
"212664_at",-2.73203938026365,7.57283457901818,-6.25691767856978,3.53947769669205e-09,1.06822284665255e-06,10.6629212949467,"TUBB4A","10382","tubulin beta 4A class IVa"
"225619_at",2.20680876898158,9.00052800015423,6.25195644355271,3.63076650122679e-09,1.0892515620734e-06,10.6387771978133,"SLAIN1","122060","SLAIN motif family member 1"
"229872_s_at",-1.9000294309482,9.68539873583749,-6.22730588741711,4.11978410155542e-09,1.22864638167157e-06,10.5189815921851,"LOC100996720","100996720","uncharacterized LOC100996720"
"221832_s_at",-1.74004344327488,9.55841971517552,-6.21962617522486,4.28495192701117e-09,1.27038742396053e-06,10.4817172567317,"LUZP1","7798","leucine zipper protein 1"
"213651_at",-2.52283742441723,6.25402650360988,-6.21684631249394,4.34632798076372e-09,1.28104840092674e-06,10.4682352179885,"INPP5J","27124","inositol polyphosphate-5-phosphatase J"
"225758_s_at",-3.00943645201166,6.44787803300554,-6.20687409514958,4.5736917277581e-09,1.340224632388e-06,10.4199004360752,"TUBGCP6","85378","tubulin gamma complex component 6"
"210874_s_at",-3.27586052200464,4.96134499325741,-6.18979436772671,4.99054357057322e-09,1.45392130925122e-06,10.3372230730917,"NAA80","24142","N-alpha-acetyltransferase 80, NatH catalytic subunit"
"202090_s_at",-1.88633844936227,11.3193116661036,-6.18599511710043,5.08822353945398e-09,1.47385950926448e-06,10.3188505835202,"UQCR11","10975","ubiquinol-cytochrome c reductase, complex III subunit XI"
"202927_at",-2.62046045381266,9.08595049160202,-6.1704690361943,5.50729536902277e-09,1.58613253653781e-06,10.243839208325,"PIN1","5300","peptidylprolyl cis/trans isomerase, NIMA-interacting 1"
"208308_s_at",-2.69384104847708,9.23774369192792,-6.1641207630033,5.68824570686757e-09,1.62893904472632e-06,10.2132011452327,"GPI","2821","glucose-6-phosphate isomerase"
"235537_at",3.09303088511636,6.9059444005661,6.15806816635104,5.86619897391323e-09,1.67040844341356e-06,10.1840076508672,"OCIAD1","54940","OCIA domain containing 1"
"203092_at",-1.79334534420115,7.98314631099804,-6.15086945950024,6.08497591880823e-09,1.72297118698794e-06,10.1493084919667,"TIMM44","10469","translocase of inner mitochondrial membrane 44"
"224569_s_at",2.01010941630553,10.4288619212692,6.14382185140774,6.30691452727657e-09,1.77583686642048e-06,10.1153612414535,"IRF2BP2","359948","interferon regulatory factor 2 binding protein 2"
"227084_at",2.50901123175968,12.0727677924253,6.14016937669411,6.42504324050343e-09,1.79904780202563e-06,10.0977770222725,"DTNA","1837","dystrobrevin alpha"
"224690_at",-1.49904318113693,9.58388724314857,-6.12210251735048,7.0420669442643e-09,1.96092384562356e-06,10.0108897122537,"FAM210B","116151","family with sequence similarity 210 member B"
"226627_at",-1.70068187473577,12.0648085010195,-6.10933202818938,7.51293018475166e-09,2.07347121599004e-06,9.94956686052309,"SEPTIN8","23176","septin 8"
"212843_at",-1.72194578628584,11.5110906072903,-6.10892262147978,7.52852587302191e-09,2.07347121599004e-06,9.94760220166885,"NCAM1","4684","neural cell adhesion molecule 1"
"202355_s_at",-1.57840369696519,7.80970242986965,-6.10296776659731,7.75899142166013e-09,2.12533112306028e-06,9.91903507023866,"GTF2F1","2962","general transcription factor IIF subunit 1"
"1555916_at",-1.57630042892394,9.77994306981531,-6.10098765067599,7.83714948634119e-09,2.13513606087072e-06,9.90953962353871,"RPUSD3","285367","RNA pseudouridine synthase D3"
"201613_s_at",-2.71415044299534,8.8277741494495,-6.09057050188839,8.26122971490291e-09,2.23857117667108e-06,9.85961595567927,"AP1G2","8906","adaptor related protein complex 1 subunit gamma 2"
"209610_s_at",-1.85980731364366,9.00476483930196,-6.08746906764392,8.39178321848772e-09,2.25900456095972e-06,9.84476247223469,"SLC1A4","6509","solute carrier family 1 member 4"
"224932_at",-1.87874508899715,8.3389293577645,-6.08665750718344,8.42627839646887e-09,2.25900456095972e-06,9.84087647935851,"CHCHD10","400916","coiled-coil-helix-coiled-coil-helix domain containing 10"
"203114_at",-3.84004840344326,4.43005832080039,-6.07786594345644,8.80899641407671e-09,2.34911231886709e-06,9.79880000899806,"ZNRD2","10534","zinc ribbon domain containing 2"
"202399_s_at",-1.48627482049819,9.41067066751444,-6.0757369618791,8.90421187574648e-09,2.36200622499736e-06,9.78861624656978,"AP3S2","10239","adaptor related protein complex 3 subunit sigma 2"
"205493_s_at",-1.93698281263373,9.3688737256747,-6.06294953415837,9.49772832410571e-09,2.50625657205891e-06,9.72749456976813,"DPYSL4","10570","dihydropyrimidinase like 4"
"204824_at",-3.07340253418978,7.40956272426535,-6.05782357839246,9.74639478245584e-09,2.55847939286748e-06,9.70301540819454,"ENDOG","2021","endonuclease G"
"225874_at",-3.21712358271435,5.07058578303964,-6.05662809128328,9.8053016915468e-09,2.56060627230907e-06,9.69730813676437,"UBALD1","124402","UBA like domain containing 1"
"202839_s_at",-2.51976074786081,7.54696545531061,-6.05354061764446,9.95905593516854e-09,2.58735246488881e-06,9.68257167378221,"NDUFB7","4713","NADH:ubiquinone oxidoreductase subunit B7"
"200613_at",-3.09460985723515,9.48565926217077,-6.0523873873861,1.00170907977224e-08,2.58908406818465e-06,9.67706849956916,"AP2M1","1173","adaptor related protein complex 2 subunit mu 1"
"228148_at",-2.20925265261442,6.65273214663561,-6.04633685403498,1.03270561972691e-08,2.64495333883875e-06,9.64820605356466,"ZNF584","201514","zinc finger protein 584"
"200845_s_at",2.18230456643967,10.9079674194823,6.04612258721673,1.03382037608626e-08,2.64495333883875e-06,9.64718427433013,"PRDX6","9588","peroxiredoxin 6"
"226994_at",-1.881243411108,10.1935334604273,-6.04250850632874,1.05280206148972e-08,2.6799129647042e-06,9.62995305473946,"DNAJA2","10294","DnaJ heat shock protein family (Hsp40) member A2"
"224943_at",2.5124742244533,6.69205646504264,6.03809441361802,1.07644978883298e-08,2.72633898527491e-06,9.60891608054051,"BTBD7","55727","BTB domain containing 7"
"218072_at",-2.09390598455822,7.87322494630641,-6.02988550762274,1.12182114873059e-08,2.82704538585852e-06,9.56981854675701,"COMMD9","29099","COMM domain containing 9"
"226175_at",-2.74837991047089,7.43993010172735,-6.02302034884093,1.16120166784891e-08,2.90599693840921e-06,9.53714605541121,"TTC9C","283237","tetratricopeptide repeat domain 9C"
"221802_s_at",1.82659031739366,10.8379867595742,6.02242465056165,1.16468201337009e-08,2.90599693840921e-06,9.53431209887393,"SHTN1","57698","shootin 1"
"203454_s_at",-2.4817878397618,7.5472316733958,-6.01922777785731,1.18353514836658e-08,2.93212110401589e-06,9.51910633285078,"ATOX1","475","antioxidant 1 copper chaperone"
"219408_at",-3.4738409089139,5.81968012762551,-6.01868136304008,1.18678737568548e-08,2.93212110401589e-06,9.51650783361304,"PRMT7","54496","protein arginine methyltransferase 7"
"225743_at",-2.79046780588435,6.02163926073872,-6.01028785908882,1.23786049131982e-08,3.0399900063365e-06,9.47661036477846,"RPUSD3","285367","RNA pseudouridine synthase D3"
"218813_s_at",-3.08804358525989,4.72999743163799,-6.00954054096003,1.24251094483308e-08,3.0399900063365e-06,9.47305973997552,"SH3GLB2","56904","SH3 domain containing GRB2 like, endophilin B2"
"1552400_a_at",-1.66501844055488,7.47391976161054,-5.99894778188341,1.31030034659415e-08,3.18643207188419e-06,9.42276109684321,"TMEM266","123591","transmembrane protein 266"
"209845_at",-2.1652843490715,10.1823051205835,-5.9982320481089,1.31500936678223e-08,3.18643207188419e-06,9.41936447721484,"MKRN1","23608","makorin ring finger protein 1"
"202799_at",-2.91536501217298,6.7111423749559,-5.99603831987075,1.32954617331286e-08,3.20624194646609e-06,9.408955372897,"CLPP","8192","caseinolytic mitochondrial matrix peptidase proteolytic subunit"
"220331_at",-2.06618914468931,11.4907932033045,-5.98633479098093,1.39575977540979e-08,3.34677471483251e-06,9.36294088220398,"CYP46A1","10858","cytochrome P450 family 46 subfamily A member 1"
"212501_at",2.00430306561578,9.35778620812577,5.98557167296357,1.40110209089038e-08,3.34677471483251e-06,9.35932409815546,"CEBPB","1051","CCAAT enhancer binding protein beta"
"215792_s_at",-1.4275033032893,7.74150816495724,-5.9839393932117,1.41259649829236e-08,3.3583149108695e-06,9.35158889307407,"DNAJC11","55735","DnaJ heat shock protein family (Hsp40) member C11"
"203274_at",-2.10880211227364,8.51344493623917,-5.98065345537633,1.43601699905361e-08,3.3979667966808e-06,9.33602112346422,"F8A1","8263","coagulation factor VIII associated 1"
"39650_s_at",-1.68713460293877,9.82780438015448,-5.96887194017126,1.52316179996999e-08,3.5873307420695e-06,9.28024735118776,"PCNX2","80003","pecanex 2"
"225959_s_at",-1.77715682346793,9.29432530582424,-5.96269618020834,1.57089255321751e-08,3.68253746859142e-06,9.25103844971275,"ZNRF1","84937","zinc and ring finger 1"
"212358_at",-2.58417008995101,10.05006763927,-5.95201517244836,1.65692752159017e-08,3.86624092665121e-06,9.20056574652634,"CLIP3","25999","CAP-Gly domain containing linker protein 3"
"221488_s_at",-2.03743268067866,10.9984461164687,-5.94755873930802,1.6941745135264e-08,3.93493500720019e-06,9.17952364049012,"CUTA","51596","cutA divalent cation tolerance homolog"
"41047_at",-1.81724680402097,8.69382334090354,-5.93421559127631,1.81067330895251e-08,4.186226855253e-06,9.11657938318311,"BBLN","79095","bublin coiled coil protein"
"213795_s_at",-1.41618295044697,9.3337595568524,-5.93106528218552,1.83930423771179e-08,4.23300332807816e-06,9.10173111931383,"PTPRA","5786","protein tyrosine phosphatase receptor type A"
"224875_at",2.23050723194639,6.26660714926541,5.92979953638064,1.85093225205285e-08,4.2404016561689e-06,9.09576669778593,"C5orf24","134553","chromosome 5 open reading frame 24"
"212518_at",-2.14646848478057,9.67192590354027,-5.91957741940565,1.94751805686028e-08,4.44148676849842e-06,9.04762733128915,"PIP5K1C","23396","phosphatidylinositol-4-phosphate 5-kinase type 1 gamma"
"200637_s_at",-2.909023064954,4.79760127468118,-5.90222779492729,2.12287515856145e-08,4.81959598498448e-06,8.9660408894953,"PTPRF","5792","protein tyrosine phosphatase receptor type F"
"209083_at",-3.22728400338917,6.73883960637694,-5.89882929998719,2.15899344039981e-08,4.86054957359473e-06,8.95007704449612,"CORO1A","11151","coronin 1A"
"224838_at",-1.65525042477252,11.2932835334647,-5.89871660463256,2.16020139379223e-08,4.86054957359473e-06,8.94954777607956,"FOXP1","27086","forkhead box P1"
"207593_at",-1.92450198334328,7.38543002149061,-5.89647773786125,2.1843369796272e-08,4.89301191600846e-06,8.93903435656949,"ABCG4","64137","ATP binding cassette subfamily G member 4"
"204303_s_at",-1.5112176921198,9.32489572842638,-5.89498138762379,2.20061514930298e-08,4.90766390000085e-06,8.93200908953462,"CTIF","9811","cap binding complex dependent translation initiation factor"
"213040_s_at",-2.60925998952498,8.11202552492165,-5.89345035534614,2.21739362962267e-08,4.92329763553357e-06,8.92482214901825,"NPTXR","23467","neuronal pentraxin receptor"
"221984_s_at",-1.68799154523836,11.6230956334505,-5.88695904002217,2.28993471032665e-08,5.06206137434971e-06,8.89436375130528,"RETREG2","79137","reticulophagy regulator family member 2"
"239134_at",-2.41129794188742,6.50526088829957,-5.88506807598005,2.31150027400101e-08,5.08742031921069e-06,8.88549497475246,NA,NA,NA
"227873_at",-1.37348673930486,9.00653578322606,-5.87881578019962,2.38423104728803e-08,5.2095589423817e-06,8.8561839307194,"TXNDC15","79770","thioredoxin domain containing 15"
"213041_s_at",-2.25182084976294,8.94603610722385,-5.87852503920706,2.38766714091025e-08,5.2095589423817e-06,8.85482140004103,"ATP5F1D","513","ATP synthase F1 subunit delta"
"225044_at",-1.61688596081359,9.35987492132611,-5.87432175024401,2.4378887386098e-08,5.29620820321864e-06,8.83512780867757,"NT5C3B","115024","5'-nucleotidase, cytosolic IIIB"
"1556113_at",3.03957070952809,4.7625955742778,5.8648606128157,2.55474855177875e-08,5.52626101966528e-06,8.79083214011411,NA,NA,NA
"223628_at",-2.95985851569066,5.86072562574162,-5.86289112121732,2.57975605264725e-08,5.55650789784077e-06,8.7816169196864,"TMEM191A","84222","transmembrane protein 191A (pseudogene)"
"225870_s_at",-1.83192010964959,8.24400877685806,-5.85829829389664,2.63900851365332e-08,5.65655094111872e-06,8.76013472932353,"TRAPPC5","126003","trafficking protein particle complex subunit 5"
"200081_s_at",2.11873454215946,10.1911839859588,5.85756053405824,2.64864987223273e-08,5.65655094111872e-06,8.75668496887767,"RPS6","6194","ribosomal protein S6"
"236344_at",2.23669751066049,7.11685610240549,5.84282892099611,2.84855362096976e-08,6.05780384179313e-06,8.68785744683339,"PDE1C","5137","phosphodiesterase 1C"
"1559067_a_at",-2.23658204595874,7.70784467857618,-5.83604010487712,2.94557963111238e-08,6.21597617785745e-06,8.65617630821154,NA,NA,NA
"221732_at",-2.01536863004242,7.49845386072781,-5.83590129573769,2.94759688599022e-08,6.21597617785745e-06,8.6555287753546,"CANT1","124583","calcium activated nucleotidase 1"
"218522_s_at",-1.78776422113351,7.68753784727087,-5.83441788416263,2.96923935013333e-08,6.23552635358625e-06,8.64860939486971,"MAP1S","55201","microtubule associated protein 1S"
"224574_at",-2.43530260562569,7.0518109127777,-5.83340005846442,2.9841790214909e-08,6.24089655029721e-06,8.64386238599194,"BACC1","124944","BPTF associated chromatin complex component 1"
"213839_at",2.28211424955811,7.86783927921479,5.83099563159604,3.01976423032537e-08,6.28922053605904e-06,8.63265052898561,"CLMN","79789","calmin"
"233167_at",-3.64211715504084,4.94252191088023,-5.82573518744131,3.09907347431594e-08,6.4278354806172e-06,8.608131256708,"SELENOO","83642","selenoprotein O"
"1565936_a_at",-1.76232283566209,8.01539410745832,-5.82455066755585,3.11721133262585e-08,6.43895772031457e-06,8.60261206703373,"LMO3","55885","LIM domain only 3"
"225425_s_at",-1.61317919467372,8.56108478254209,-5.82349380049457,3.1334822435314e-08,6.44614851249903e-06,8.59768826761147,"MRPL41","64975","mitochondrial ribosomal protein L41"
"236439_at",3.36767709756446,6.94496349134845,5.82002316012044,3.18750136650852e-08,6.53062017778033e-06,8.58152301351981,NA,NA,NA
"201851_at",-1.79634708524425,7.83651571628061,-5.81763948727594,3.22512941842701e-08,6.56416107605663e-06,8.57042408610194,"SH3GL1","6455","SH3 domain containing GRB2 like 1, endophilin A2"
"201052_s_at",-2.20174647156993,6.69741381466955,-5.81733797238779,3.22991993583866e-08,6.56416107605663e-06,8.56902036920646,"PSMF1","9491","proteasome inhibitor subunit 1"
"218188_s_at",-1.62981357338918,8.15314210392117,-5.81476876896018,3.27102349708915e-08,6.62099820388716e-06,8.55706119395265,"TIMM13","26517","translocase of inner mitochondrial membrane 13"
"212587_s_at",2.89041048574306,5.69449966866344,5.81105781283715,3.33129904195553e-08,6.71603212054403e-06,8.53979329005375,"PTPRC","5788","protein tyrosine phosphatase receptor type C"
"223206_s_at",-2.50373741944301,7.96772224633169,-5.8048795698887,3.43407073095986e-08,6.8956413908808e-06,8.51106009381847,"NMRAL1","57407","NmrA like redox sensor 1"
"1558796_a_at",-2.77313745523329,10.6317205021468,-5.7976541220529,3.55820420964861e-08,7.11654961787697e-06,8.47748132227214,"ADGRB3-DT","101928307","ADGRB3 divergent transcript"
"242665_at",2.27622807951761,8.46617704670449,5.79013430222436,3.69205883703637e-08,7.35507736938617e-06,8.44256280454983,"FMNL2","114793","formin like 2"
"218012_at",-1.59303366621238,9.35511199885971,-5.78509298267047,3.7845427852946e-08,7.50417349002684e-06,8.41916945872322,"TSPYL2","64061","TSPY like 2"
"214934_at",-1.95031677346707,9.11705498590315,-5.78373512800635,3.80983812348393e-08,7.50417349002684e-06,8.41287079819632,"ATP9B","374868","ATPase phospholipid transporting 9B (putative)"
"223950_s_at",-2.16525105105108,8.10238044993608,-5.78364258811652,3.81156805112373e-08,7.50417349002684e-06,8.41244156910978,"FLYWCH1","84256","FLYWCH-type zinc finger 1"
"215735_s_at",-3.14436525670796,6.30107592591274,-5.77950493700005,3.88970751681873e-08,7.62821589708875e-06,8.39325432366266,"TSC2","7249","TSC complex subunit 2"
